Temperatura,Personas,Electrodomesticos,Consumo_kWh
24.818526533044043,1.0,9.0,39.55378547013586
29.09866542855132,5.0,9.0,51.881244100221444
24.58270156644909,1.0,8.0,33.2845275757542
20.04334457707986,1.0,16.0,51.26197481211549
27.885510916517255,1.0,14.0,50.759999311799284
14.967524626403002,3.0,13.0,42.333908951783876
20.075569470553077,3.0,17.0,57.435047738691495
18.239412370243222,5.0,6.0,39.268423575729706
13.72469881776258,3.0,14.0,47.36506159472348
11.623706404337007,3.0,9.0,
17.60069655877212,,5.0,39.9217794177754
24.64606186068952,4.0,12.0,54.24956796624295
26.484365962632904,2.0,15.0,51.0360224129297
26.015975706745756,4.0,5.0,42.40991763025768
18.72059414088001,3.0,16.0,52.16925729952672
24.312384743544744,2.0,13.0,51.04813297391883
22.63079341327798,1.0,12.0,36.335479509214196
22.935489839868854,4.0,15.0,62.11523225688871
19.577436887453135,5.0,16.0,57.389355350100665
32.24680855714452,2.0,11.0,52.27334202144378
29.443297740683242,1.0,6.0,37.94376704796402
,1.0,6.0,33.232905963362796
27.243565003558523,1.0,20.0,70.29967858647935
19.75291535633548,3.0,20.0,63.73721457340035
20.216707931740398,5.0,18.0,61.985185724435446
25.898169970790867,4.0,18.0,63.395592881925815
18.1871562068171,3.0,,58.11307927153263
17.878863762187713,2.0,16.0,49.61723212455182
25.871215577447252,3.0,12.0,53.5759740845955
25.642135941513235,2.0,15.0,51.72788570931878
9.440398146910978,4.0,10.0,32.90148031566022
20.981045370314185,5.0,11.0,47.1639285363015
30.196292690581195,2.0,5.0,38.9015761744636
16.582475283896045,5.0,9.0,34.2587028954678
27.661998313487707,3.0,12.0,49.05063844907646
20.095513551978545,2.0,5.0,33.22904665694357
9.117129722347526,3.0,7.0,22.021546955875436
23.098117766927462,1.0,20.0,54.87293888921566
17.796778380730384,2.0,5.0,31.329408831637224
21.765229268499052,1.0,9.0,37.721499425800616
18.935867989198286,4.0,8.0,40.10273008947422
,2.0,15.0,40.57052663804056
29.143373805407478,3.0,16.0,60.17267027624519
13.818156638309906,1.0,15.0,44.37671241109523
19.40464870934287,5.0,16.0,57.736942407870266
26.98525914569077,2.0,17.0,59.36654689661356
,3.0,16.0,56.3765360299056
21.37414408929067,1.0,19.0,52.45072077837746
25.664918638223156,4.0,,54.56589680933139
27.348579868036317,5.0,7.0,47.711409382721044
20.7702939358065,1.0,16.0,50.161920119660564
29.94101987400721,1.0,16.0,57.20423382447343
25.54572629858628,4.0,9.0,52.32530175234845
21.197104377291264,1.0,13.0,44.564784290596585
21.376550304127342,3.0,9.0,43.7319784824425
19.55896156852204,4.0,8.0,45.66390707253191
22.93521720440882,2.0,7.0,35.583690920289854
14.986143355893988,2.0,11.0,35.404940301197
27.960484147264022,3.0,6.0,41.87271569149867
29.940970691772012,1.0,17.0,53.86511030988453
20.933430147026,1.0,13.0,47.25918120167882
15.543316424135982,4.0,10.0,47.90753806946674
25.028701656213496,5.0,12.0,52.1288744475556
22.546589867664835,2.0,11.0,44.17876729666879
26.962584887264164,3.0,16.0,60.75574854525285
21.25786545768626,3.0,18.0,58.11483245567089
22.417008292839487,4.0,5.0,40.10270857059898
26.030577538381557,3.0,18.0,61.78508392070786
21.00153364614312,2.0,11.0,41.17971921407609
10.968306284053806,4.0,,36.77610078667396
24.322799664678534,3.0,13.0,49.75237530691123
22.86742479745932,5.0,11.0,53.051573122354064
28.510237076278557,5.0,10.0,59.03231540096274
26.245438392935935,4.0,10.0,50.996296434275486
22.74191302293366,4.0,15.0,58.02370751164455
25.059738712021538,1.0,15.0,47.53375242364223
17.566473546549684,3.0,6.0,35.7401293201086
14.057062214133223,3.0,7.0,39.25255559802113
21.060943234062062,2.0,9.0,40.97833187193062
25.174912694589743,3.0,14.0,60.04652274780701
,2.0,7.0,38.30139821386651
20.532490744151445,3.0,10.0,47.6424568724836
21.24854724602375,1.0,16.0,
21.67614230079215,,12.0,52.592514012372035
,4.0,8.0,35.88032033479672
18.86116202265232,5.0,18.0,62.73791137560476
31.875166866515812,,,63.04859023867385
26.259523802668742,2.0,10.0,44.192241874771966
17.432996880172887,3.0,15.0,50.62278487712963
28.57096879407426,4.0,12.0,59.06562765662915
13.49698657433398,5.0,17.0,51.848301690384844
21.38511967765313,4.0,15.0,55.417685767847686
15.88308532591203,3.0,6.0,31.678359556194266
9.549173786331615,2.0,12.0,34.486154170706754
25.738313626294364,2.0,8.0,39.45680173808669
25.809863497581603,4.0,10.0,47.812987667127736
26.055723677222772,1.0,9.0,39.36302201520507
17.638871326026344,2.0,20.0,54.27990090123142
22.922225085541307,3.0,18.0,64.61658058914738
18.326962835917882,5.0,20.0,65.06591174294944
15.077250290386193,3.0,17.0,54.76678410274644
15.841300830186984,2.0,8.0,38.668331785294065
29.362770026978072,2.0,12.0,57.00856674205038
26.02859020575979,1.0,7.0,37.53893149893733
,5.0,14.0,64.84759670276011
15.41203688550707,3.0,11.0,
22.20522511853575,1.0,12.0,50.68908762811884
15.693114304499977,3.0,20.0,53.88943111970163
14.296658281915,1.0,5.0,20.728083851932794
22.217300575548965,3.0,18.0,60.7546822349626
29.601465335610914,5.0,,70.61998379549327
21.10583788656636,,7.0,34.978646703161225
25.124942563392324,1.0,8.0,37.421052420346136
18.782116377428547,4.0,,46.181160589295494
22.229098839323274,2.0,16.0,54.69738850960007
,3.0,,45.52738596954268
25.363552490967983,3.0,9.0,48.13843510664218
17.66836166683139,2.0,7.0,33.30268724573133
14.778703757790224,5.0,20.0,59.10760584053609
26.309390421040334,5.0,,61.66647510387368
25.41590302362093,4.0,20.0,71.46108895376454
26.06839425963083,2.0,16.0,58.75897864621564
28.729573951255947,2.0,9.0,43.10009141919904
20.643505518020685,4.0,16.0,59.68699082025248
28.514385595084676,3.0,16.0,58.07552381439639
25.31731931625299,1.0,7.0,42.070014020472684
24.478549488128532,3.0,18.0,63.237510610922506
27.66898366597897,,11.0,51.15975044211798
,3.0,8.0,36.65419454569887
32.03977080992166,2.0,12.0,51.09659741033885
29.65077671549532,5.0,13.0,63.18093088136623
33.6886184430095,,8.0,60.755711530098125
25.406092961570465,5.0,6.0,51.28974717616519
22.418677266664687,5.0,16.0,59.532689058594556
23.844277216414618,1.0,15.0,47.369084842859685
27.22789916249772,2.0,17.0,57.49790466067223
21.70425798902062,4.0,16.0,59.265190127730236
25.750970260280777,4.0,17.0,61.528654095307765
12.011310342707558,1.0,8.0,34.87610173899958
30.281164680972566,4.0,6.0,51.38239794154981
29.048858041577663,5.0,13.0,59.6671851261837
20.23443785670976,1.0,10.0,34.938609891931925
16.094285330614493,2.0,6.0,33.9813548382556
18.67699144826953,3.0,5.0,29.6453021503658
24.113425652788813,5.0,6.0,51.4779991232629
18.53236543453922,2.0,20.0,58.90527718196254
21.443776382748666,2.0,19.0,
20.534801111939423,5.0,11.0,43.78494230024876
20.02752089884765,5.0,14.0,55.03824452146915
,1.0,13.0,48.93435088868469
19.294895208198266,4.0,8.0,47.47149984132294
17.94510579127573,4.0,16.0,55.83219226375749
16.95724335828323,1.0,7.0,28.449372429928893
17.19494531433361,5.0,,57.15557297945184
,5.0,8.0,49.897148075888154
24.127441487487346,4.0,9.0,45.85801610583487
21.669116465894145,4.0,20.0,66.9588580074436
30.464710782354086,1.0,6.0,38.57353236501229
21.80963895478508,5.0,20.0,71.49958208409058
15.093191907804709,1.0,7.0,26.915751210216037
30.75690385138094,5.0,8.0,55.55584964555971
17.52689181726624,2.0,19.0,51.04018459549596
27.340981281504416,2.0,10.0,44.97085920287817
19.13462038542984,4.0,11.0,47.39321105319437
17.51346411068201,5.0,9.0,46.510767913866076
28.426119999472082,1.0,16.0,56.01746667425688
15.100169178781613,5.0,6.0,42.41617317552682
19.869604837416443,2.0,12.0,41.46588881437961
24.532701248112836,5.0,5.0,45.257031490178335
19.76100792987252,5.0,9.0,47.0457093123143
11.283722087980932,5.0,16.0,50.88525965606143
,4.0,17.0,54.19618713365769
21.098045987838823,2.0,17.0,122.71131933042959
21.303449638518245,3.0,8.0,38.46939510073551
21.14886771484086,5.0,14.0,59.91323509817116
17.94510580707739,5.0,,63.995238637443265
21.18695846731053,1.0,8.0,31.338203591381273
24.745578447932957,4.0,6.0,42.305619044544635
19.11282944599072,4.0,14.0,50.785821630498546
25.1091890199354,5.0,15.0,64.59372823973825
21.930720862061793,,19.0,57.48670037183037
16.43670322101431,4.0,7.0,31.895782681182375
20.761013338489064,5.0,10.0,50.62982046489084
25.364627346410277,4.0,14.0,56.05799279643536
19.85213985163935,2.0,16.0,47.4749086870402
18.504197915430847,2.0,20.0,57.65365578102847
25.128506146186687,2.0,15.0,53.87297369911559
22.298888766103637,3.0,19.0,61.924359012037584
16.04913339171076,2.0,11.0,33.26012756154718
23.863657552727304,4.0,12.0,53.47136359431113
,3.0,12.0,57.64757077736466
15.713383115748051,1.0,19.0,43.66203684932713
25.00029653551187,3.0,11.0,46.31424103550802
27.78140307852759,4.0,5.0,46.08858194343765
19.953919954791928,1.0,15.0,173.5208492614036
29.442456593385167,5.0,10.0,59.541570446760815
30.18383072756972,4.0,7.0,55.27183877249779
12.24385997599219,5.0,19.0,60.75975679939197
22.841947012078705,2.0,19.0,61.28421344923571
,5.0,10.0,64.095700983096
30.05760145567435,5.0,8.0,58.93336919405432
24.98298349677453,5.0,15.0,59.181423114250215
19.621775439243873,2.0,17.0,
27.150339055583068,5.0,16.0,69.99806717369007
20.782764257377757,4.0,20.0,59.87168246677662
26.405745260661824,5.0,20.0,73.12252719834613
19.89662582911367,1.0,17.0,46.46441065431745
29.611250736208156,3.0,6.0,44.22669850868357
29.442748041017005,4.0,14.0,66.07254257104408
25.360649934681792,3.0,,54.57044519254416
24.049297765560482,2.0,10.0,42.43734215897083
21.037232120344857,3.0,10.0,
16.22385341436513,4.0,10.0,44.094809064709125
,3.0,17.0,60.405511903949396
19.006026325013796,4.0,,61.8704058926128
13.92880932176801,3.0,20.0,57.667614236519604
22.201207913924197,2.0,5.0,30.871775151471837
26.83711163261848,5.0,10.0,55.14615088928653
25.914007219288926,2.0,7.0,
16.25520774646736,2.0,8.0,29.14458523858271
21.11619593520082,3.0,7.0,36.49392012974825
23.553421038255642,2.0,16.0,47.23190093218476
15.872818352861293,4.0,18.0,56.93990086448958
28.628567494036034,1.0,7.0,40.42159325129941
,1.0,16.0,46.70981907516208
30.77153770770417,5.0,14.0,67.84165140745588
26.92260386816015,2.0,20.0,62.83572888987361
19.425626961954734,1.0,19.0,52.479696200915306
23.50561113399363,,6.0,44.01753864110502
31.855961682174396,5.0,20.0,75.76863300983582
21.973007171284088,2.0,11.0,45.34898765565419
19.902913822310477,4.0,17.0,62.48548997337359
23.20353676703703,3.0,20.0,148.2018898019722
16.382171843665958,1.0,7.0,28.13745595670704
26.58243047615805,2.0,16.0,59.0959714764791
,1.0,6.0,39.40602325574224
25.581022598742784,4.0,16.0,68.45056971359858
18.429692152811022,1.0,10.0,38.891789312737174
15.389477104462397,2.0,13.0,39.13531809578002
28.194630156824573,2.0,5.0,40.82373583323484
21.531359863006955,5.0,18.0,65.27212882598587
17.766281051562125,2.0,11.0,45.08564981804648
28.656064031546347,3.0,,49.117012226722096
23.36331224737143,1.0,,48.12244294539728
27.131818092900595,4.0,8.0,50.475760718754245
25.042171649562807,5.0,7.0,50.23059892520956
15.024301796423199,2.0,8.0,30.589150084065242
37.663400260813766,3.0,19.0,72.3356635764339
24.556580590037555,4.0,,
23.303351507996695,3.0,6.0,
23.154741586846203,4.0,5.0,40.11746583602838
,4.0,13.0,53.873156586895924
30.11643349989466,1.0,6.0,39.46271015549989
18.88422659025689,3.0,9.0,134.43463130030176
22.409945580901248,5.0,15.0,58.180773070525106
25.123376487877493,1.0,13.0,51.22233729468641
27.75045792533585,,16.0,52.98545539346846
26.22221975381309,5.0,20.0,75.90155452984253
17.247706080911172,5.0,19.0,63.012288779770785
16.085332826422196,2.0,17.0,48.47536927616584
13.871171454660237,3.0,10.0,36.59328774663161
18.73413653750429,4.0,19.0,62.60555510772084
25.29196644047989,3.0,15.0,61.89631055275932
22.910805169378374,4.0,,42.05032358763427
30.047064172249137,3.0,16.0,61.21851446127474
14.835644720855756,1.0,14.0,40.401855074588894
,4.0,11.0,58.998715781232306
22.89651091848376,2.0,15.0,48.276162948051024
11.904486280068916,5.0,10.0,43.12557263815771
19.721507487503864,4.0,13.0,58.51772004339949
20.72470841273704,2.0,20.0,50.50172149429338
26.817877084368554,,18.0,63.12485461863071
25.539681584512415,3.0,10.0,48.08277201739779
18.645992513024375,2.0,,51.652198957277996
18.08943906103844,5.0,6.0,38.25975970955245
25.913659181263128,5.0,10.0,59.32272103002153
18.652730184507156,1.0,6.0,29.18997696194091
14.437148132879976,3.0,7.0,32.675039332783264
22.713962047754023,4.0,18.0,66.93843997578851
28.598510710835637,3.0,17.0,62.999676639348905
23.144906837701278,5.0,9.0,47.67713221814218
,,10.0,43.214238632558704
21.360193360002103,2.0,20.0,56.67483666436285
21.515453751761644,5.0,14.0,60.37791950484148
,4.0,16.0,54.58836124089864
24.147692885255527,4.0,,60.85254223399505
18.326061793702586,2.0,12.0,43.90935333446653
23.047172022831422,5.0,14.0,63.023819053262706
19.699894242727943,,20.0,62.70108245228616
21.96681393496773,4.0,15.0,63.478441072939574
19.95401203318383,4.0,13.0,58.177144783725225
18.31940526487698,4.0,19.0,62.146699261811335
18.350797834341698,3.0,12.0,44.12480767954261
12.207582530555431,4.0,20.0,48.83768832973942
25.693642290723744,4.0,14.0,61.49152454720672
23.947191871073482,3.0,14.0,54.25726006318391
26.20966017401271,,14.0,61.58340442089172
20.39819827295422,1.0,11.0,38.82152419414286
15.020101547383511,3.0,14.0,48.697914435080605
28.76482789373133,1.0,19.0,58.847755179064336
14.160556891373567,2.0,6.0,29.99898930975702
20.997662891914143,2.0,17.0,54.7531151092693
16.716889160867165,4.0,17.0,59.58159368711724
27.162477815126458,1.0,15.0,52.01085810479044
30.08616270393245,4.0,10.0,56.82586837171722
18.739866597167737,1.0,18.0,57.032914216272644
20.210523448760068,3.0,7.0,37.56270086832551
21.787707224719107,3.0,10.0,42.423389675398205
22.563242681497048,4.0,,45.654939599074105
,1.0,5.0,27.668759680915624
19.687624164509085,3.0,20.0,60.700166618222
28.60231260066614,5.0,7.0,53.960143637627255
30.781174057329856,3.0,17.0,62.5611141035012
22.265041803868527,2.0,19.0,59.74424686270617
23.424671278649555,2.0,5.0,37.76513783074213
19.792671458789933,2.0,17.0,52.52279188971929
27.659559380486115,2.0,20.0,
22.586083438070546,3.0,8.0,47.74707611016775
16.885185600879296,1.0,12.0,34.318103812885546
27.330766254295938,4.0,9.0,51.16125770268507
25.239967813335504,3.0,18.0,68.07495804645757
26.606245921987416,3.0,19.0,66.57079737082618
24.964972669258696,1.0,15.0,48.67908969212986
19.0719948827088,1.0,9.0,33.84822828272058
28.385980532382405,3.0,15.0,57.27974933284361
27.163388773763522,3.0,13.0,54.32283405479678
23.7531973993933,,19.0,64.6460001349892
21.411500095560054,3.0,15.0,56.34770188163407
24.625575404636404,5.0,7.0,52.137854108416434
,1.0,16.0,48.845126806445556
24.61966363288923,4.0,10.0,52.72761856539031
29.28957270053388,2.0,9.0,44.90769346017133
25.179386110511775,3.0,8.0,44.49261876188258
21.487359584535685,3.0,16.0,60.077318731082
13.225704248376264,4.0,6.0,34.41913937688197
23.497307318581328,1.0,7.0,35.186591548335706
17.268267331567586,1.0,18.0,46.338812315404454
31.680070443279263,5.0,8.0,58.22861242418182
24.753824988980703,1.0,9.0,36.51723331682767
15.262625973717716,3.0,11.0,42.44126439655031
22.837017264467377,3.0,7.0,40.65156041626472
18.16750776332109,5.0,11.0,
16.798734859790017,5.0,14.0,51.821265569731345
17.69162218248178,5.0,17.0,59.42827233642621
18.807267287151895,2.0,5.0,29.376913436573158
25.42824632873765,3.0,18.0,60.95783274213222
15.4427357008675,3.0,5.0,33.29352136803289
16.76447499771645,4.0,17.0,54.462145069072015
21.356907485949787,2.0,8.0,43.945265299596684
24.76781103230812,1.0,18.0,59.58637897045075
31.71752188703056,2.0,15.0,59.18577299635536
18.418422118158364,2.0,14.0,42.92955617445872
21.73007467797501,1.0,20.0,61.0592601427639
25.556761563873756,3.0,10.0,44.655910899607726
23.51981283079971,1.0,15.0,47.12419637328695
17.588396079901415,2.0,19.0,54.85839671000198
21.682617847276337,1.0,19.0,48.18357133460418
32.75514164680681,4.0,8.0,49.2733278004587
21.936205601195663,2.0,10.0,43.56190116270359
18.27324009979464,4.0,14.0,53.84852662493582
25.01698383038435,3.0,10.0,50.63818031596596
23.141036422554805,1.0,5.0,29.67590899308565
25.86084565673439,5.0,11.0,61.03255283419318
26.48287679313141,4.0,19.0,68.47303925560854
36.40339959708277,4.0,16.0,73.55114869802843
12.676272327960453,4.0,7.0,41.16545296373492
20.5508669343491,4.0,17.0,55.699931583098106
24.14766741635819,3.0,13.0,51.0118362796863
14.871602743205028,2.0,8.0,31.725025111987936
23.49265058903979,3.0,12.0,50.08875841848729
26.417231104652455,1.0,5.0,35.22896438310713
23.27082007745978,5.0,17.0,62.37753021433525
19.250059302360267,5.0,5.0,43.01074175368663
21.86270070995181,2.0,5.0,32.29170138898055
27.00891583585677,1.0,15.0,49.58206459288116
17.279210158067755,5.0,19.0,60.5221769439848
26.881977451028845,4.0,7.0,53.78233902056659
22.423848268611998,3.0,14.0,51.21681763696696
24.123697935109742,4.0,7.0,47.09463730893429
23.16796338775058,2.0,5.0,40.99129320164519
26.448200963036477,5.0,6.0,52.09677469352997
24.5703789761492,4.0,11.0,51.760358924764205
20.553000874322773,1.0,15.0,48.45708523225228
21.784032704160175,3.0,14.0,52.8134612637217
25.33509052326206,5.0,16.0,64.81055383976481
24.63071959980899,2.0,12.0,45.455452218785986
20.121488699607614,3.0,8.0,38.994250187075345
24.317454070739785,,14.0,49.16590322044389
29.098509064206237,5.0,9.0,
20.207120694295206,2.0,19.0,57.79541331636543
29.147785292910786,3.0,12.0,57.72034495771439
26.336344417761158,3.0,5.0,38.994476001997285
21.545404466452354,5.0,16.0,57.81057954620731
,3.0,20.0,56.54203050073085
20.331738124290197,2.0,20.0,58.932853082545584
17.456212665626985,5.0,18.0,63.366202590936695
24.03568188817937,5.0,20.0,75.00028552790609
17.76167208183145,3.0,15.0,50.90905501983755
28.163124771530395,1.0,11.0,47.78367326960001
21.907853623623232,1.0,16.0,51.895677538182625
18.34328212473769,1.0,11.0,35.42505271160119
21.674365914067778,5.0,20.0,71.96943887341293
17.055828204849735,,12.0,
16.75538953994282,2.0,9.0,34.152629200818254
12.624040549576664,,10.0,31.649123239138916
19.454646022919505,4.0,13.0,50.25478877655539
17.3234038892212,3.0,15.0,47.3155522489204
18.288748875060183,4.0,8.0,44.19814802137464
25.183960870075204,,7.0,44.048451550322056
16.1639319873562,5.0,5.0,37.041829527862056
15.263142201110306,3.0,7.0,36.86335009050931
19.257917902777148,5.0,8.0,51.118420485352175
20.298586024250696,5.0,17.0,62.001344291579436
13.986148046981546,3.0,15.0,
17.919394154204564,4.0,18.0,56.53337817140294
20.27978176808682,3.0,7.0,41.73887148126164
22.638347263561435,1.0,8.0,40.36300793094103
14.256479891059373,1.0,6.0,26.890997578914888
15.77017250831253,1.0,8.0,33.4220417954014
31.56235636272474,2.0,12.0,55.34685229675597
20.665251408946297,2.0,10.0,
30.46101553533724,2.0,7.0,48.746824899276874
34.80012993733424,5.0,6.0,53.43881960629009
20.00521683922847,3.0,19.0,60.31180099200498
17.61474462252155,2.0,19.0,53.909644585024395
24.29736559967741,2.0,17.0,52.63669848493684
23.149247818735844,5.0,15.0,61.15963670153034
13.961117389744922,5.0,5.0,31.728374287069922
20.67515809935893,1.0,6.0,39.778495901750695
19.816968369397085,5.0,13.0,59.077375152451765
25.839146699956103,3.0,18.0,62.652130570276285
17.04373707888436,5.0,6.0,43.29937756990929
15.881557230408193,,16.0,53.164767646694216
,,16.0,58.8434531615531
25.968694008236188,1.0,15.0,
29.732079156980276,4.0,15.0,
26.567913110709902,1.0,9.0,43.337473835913066
15.626992516842384,4.0,10.0,
28.520945427347424,4.0,16.0,
20.691317309881303,4.0,8.0,45.57169785275892
23.833902734177958,3.0,17.0,56.71810540621633
15.481789913497366,1.0,13.0,36.621191685024634
19.47630742088626,,6.0,38.27405463321054
23.47845798094831,1.0,10.0,
22.697792435393566,2.0,10.0,42.828883795445336
22.52487259058991,3.0,6.0,35.94531701012104
19.04034793415441,2.0,18.0,54.588075298611265
23.020595291192627,2.0,6.0,40.102548587215004
24.021683927106473,2.0,14.0,52.87696830821809
19.69036890119672,3.0,18.0,52.86197441135884
27.155944262777872,3.0,12.0,55.00436403224528
24.743074005895735,1.0,18.0,52.28601058144998
,5.0,,59.891824263805155
24.278419229668952,2.0,10.0,44.279268507928194
23.65641261946201,5.0,12.0,58.71694201955614
24.576995331229543,3.0,20.0,67.48169268039472
21.007952259037708,1.0,7.0,33.33867007314963
27.22042847789946,5.0,10.0,56.437977537428836
13.191348812217548,3.0,18.0,52.75858750914878
18.598678081738164,3.0,5.0,34.99514683537672
17.608149864041618,2.0,10.0,38.765331867395886
19.091716534030205,4.0,,60.857479174295804
,1.0,20.0,56.694212840982274
24.069957775446554,1.0,17.0,54.72575492255471
22.88153546466224,2.0,9.0,35.63002143051672
26.07691746549284,5.0,20.0,73.13720688943364
17.902296274737374,2.0,12.0,40.618986711535015
22.02201431257882,5.0,8.0,45.006453091419694
,1.0,12.0,47.21242867464127
16.17353860641562,5.0,16.0,50.01059291403681
31.67858997809094,3.0,17.0,67.42347577145019
21.389738316400475,3.0,15.0,53.57399063148635
30.971661454117353,1.0,15.0,53.18335295130456
21.457511717361594,4.0,16.0,57.13803126842175
10.559599048657757,2.0,6.0,23.054201495126758
16.533119633429763,4.0,10.0,41.73160549692106
26.608998913560956,3.0,18.0,61.69011561953652
18.34146105716219,4.0,19.0,63.90208049671442
24.47096657367852,1.0,5.0,29.758435158018585
20.867076090666387,2.0,17.0,48.667031571400535
15.74623725666176,2.0,7.0,29.211487787323435
20.84025995299318,1.0,6.0,25.67684740794703
29.340673410377264,1.0,14.0,52.69026813369422
24.49944088761761,4.0,17.0,63.46610294424922
17.084705312213902,4.0,20.0,61.79562192988462
22.96619656715131,4.0,17.0,55.17830466503825
22.29784033219185,3.0,,69.38676403270262
16.891107716164463,,19.0,62.67232448612749
,2.0,19.0,59.627085584678895
15.817125538993924,5.0,8.0,40.79053265550621
21.198744585620133,4.0,10.0,47.21443402126273
25.328645797529926,2.0,20.0,56.92202237257065
22.76884881885108,2.0,15.0,52.463028781713504
20.974933811568263,3.0,12.0,44.861778590715424
24.0634915882239,4.0,19.0,62.39153248006037
23.266509798745243,1.0,20.0,56.42945631451723
32.53838603284439,5.0,7.0,51.54219775066646
20.06075440597872,5.0,16.0,58.87970133277797
25.048740239942347,3.0,15.0,58.829993398610284
32.90370163791978,5.0,19.0,82.02895822083299
17.52787477552036,1.0,17.0,49.876724398759556
24.13622505713633,3.0,14.0,55.165252853173314
31.67606403810655,1.0,5.0,40.40817906174738
28.306831385448476,5.0,13.0,60.78361223086999
17.811937824680236,4.0,16.0,59.59560368645228
23.023995700682804,5.0,,53.9284414413189
20.423498411856865,5.0,12.0,54.637251630414156
13.909138477020697,3.0,6.0,32.1358569696003
18.382791482802844,5.0,9.0,46.25085309714172
21.917669420106403,5.0,14.0,59.39556421294435
10.765964810040021,3.0,10.0,39.14761797427646
21.48777341952592,4.0,14.0,51.151804867625685
23.35986786561039,2.0,,39.74060501874426
17.0404077401968,1.0,19.0,47.60027900656716
16.761036840838727,2.0,6.0,30.637250290185232
25.046452110922417,4.0,12.0,57.2549774916684
17.172571038023694,4.0,6.0,36.024290139629414
18.538658161529384,5.0,8.0,43.74159805575251
19.547388136461247,5.0,5.0,42.14518003959407
21.585866594337325,3.0,15.0,57.169583593160134
26.61652190731899,4.0,7.0,43.69816903604025
22.683804907378462,2.0,10.0,47.759499488224705
17.48944900024702,1.0,11.0,35.650843295840154
20.956519246436507,2.0,6.0,36.98916433951095
22.419500536501438,3.0,9.0,42.592878633796545
32.238713713003975,5.0,14.0,63.80687489760546
13.843389315499554,5.0,10.0,44.92674009330054
15.789251716147593,3.0,13.0,50.06173467568071
18.622387989396202,1.0,6.0,32.702077407363696
24.347775007099127,2.0,,49.307837057387665
26.327634970632538,5.0,20.0,74.76133168053306
30.097970408104104,1.0,16.0,59.51063225029286
19.957973072635824,2.0,7.0,33.71295047769809
18.276628438899984,3.0,8.0,39.16802417719504
24.74676914025875,5.0,13.0,59.00305589841681
20.301837451342603,3.0,20.0,64.42428456467594
30.344158821450144,4.0,8.0,53.02080221749495
23.149723821990722,4.0,7.0,47.51778300559768
15.408224930026677,5.0,9.0,46.111126401528644
24.386590158993414,5.0,,59.328038118982825
20.22570301933672,1.0,17.0,52.21810623726974
22.88520693875442,1.0,9.0,43.831185136247164
24.49988618089799,3.0,20.0,65.99562543250478
28.289691779105684,5.0,11.0,60.43989481865272
23.548061591743842,5.0,13.0,61.217516984814516
26.36293139587549,4.0,12.0,52.8225812742807
23.88090135748323,1.0,14.0,50.12189295607687
14.35145627488086,1.0,20.0,51.78500633723172
21.233090878121004,5.0,13.0,55.457899876113196
24.254761660942055,3.0,9.0,48.16669730564707
19.490453929658248,2.0,6.0,30.678809509811906
15.701900789573271,2.0,18.0,
17.6739370286358,2.0,8.0,33.56542477637321
19.903447672755423,5.0,7.0,
25.659637544261365,,18.0,60.265401737158115
21.946362809664265,,19.0,55.44711398740533
23.305888417290493,3.0,6.0,32.5645956147429
19.492541416642556,2.0,8.0,33.70604668920728
22.85464211106124,2.0,9.0,37.6619177349674
16.37070047274357,3.0,18.0,
20.864002256902175,1.0,19.0,50.62756222152926
22.619139343245987,3.0,6.0,38.688960830562074
16.854270545959405,4.0,7.0,33.430742314869555
26.673763729191183,3.0,16.0,60.69743172848463
18.99031821241824,1.0,11.0,32.668974977934944
24.435503599196288,5.0,17.0,68.27309268117028
27.360845245925667,1.0,17.0,50.45148699776645
26.883989810043936,4.0,7.0,
8.963274182524085,4.0,6.0,28.18957613966561
27.2356320653436,5.0,5.0,46.99306893079024
23.327142276145473,3.0,17.0,55.894746554653395
21.07711679479814,1.0,11.0,
29.909364302819505,3.0,17.0,
18.11030639947576,4.0,15.0,53.21645164031568
,2.0,20.0,61.66814107456943
,5.0,14.0,57.58033853245855
23.654096120665717,1.0,18.0,53.23184034792452
17.990434286214093,5.0,15.0,52.39799583079456
21.91357157136028,2.0,10.0,43.44726963136718
18.620289192503606,4.0,18.0,55.02978932414493
19.257269639363493,5.0,16.0,64.17778548484557
20.31312992412809,2.0,17.0,54.405064556734274
23.721419670354862,4.0,12.0,
19.852204845476972,3.0,12.0,47.03519775167836
21.01027760673442,4.0,5.0,38.230180345115755
16.262017374522188,3.0,20.0,58.14882898329095
15.559156193811777,1.0,12.0,37.223688495511176
,4.0,8.0,42.73127403793999
23.951185452426465,4.0,5.0,40.897129341595544
19.668687162669602,2.0,20.0,55.58791406905723
15.86363211497389,4.0,10.0,43.91748348104809
14.833677764069435,4.0,12.0,47.63631460247097
16.763290404677498,2.0,7.0,34.49101055033833
20.98688886859107,4.0,11.0,53.245340171915835
21.053335204414907,3.0,13.0,48.80430050261682
19.195577697596228,3.0,20.0,59.15723779908124
21.652340586019115,1.0,9.0,40.165678926524926
23.827361939522234,4.0,12.0,48.458448091217
26.03033830060619,5.0,19.0,70.1710600504501
24.477580222353485,,5.0,32.73975845233373
21.326827433264484,,10.0,47.85265689216315
24.89211348371198,1.0,19.0,54.78236666138475
18.104498615820436,3.0,13.0,41.05873959700557
23.88742654115944,5.0,17.0,61.02074486916804
25.295059354398205,2.0,9.0,41.3499363612139
